PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33801598","Assessment of the Exposure to Gradient Magnetic Fields Generated by MRI Tomographs: Measurement Method, Verification of Limits and Clearance Areas through a Web-Based Platform","Di Liberto R, Andreuccetti D, Comelli M, Burriesci G.","Int J Environ Res Public Health. 2021 Mar 27;18(7):3475. doi: 10.3390/ijerph18073475.","Di Liberto R","Int J Environ Res Public Health","2021","2021/04/03","PMC8037291","","10.3390/ijerph18073475"
"38744887","Inspiration4 data access through the NASA Open Science Data Repository","Sanders LM, Grigorev KA, Scott RT, Saravia-Butler AM, Polo SL, Gilbert R, Overbey EG, Kim J, Mason CE, Costes SV.","NPJ Microgravity. 2024 May 14;10(1):56. doi: 10.1038/s41526-024-00393-5.","Sanders LM","NPJ Microgravity","2024","2024/05/14","PMC11094041","","10.1038/s41526-024-00393-5"
"33221926","HumanMetagenomeDB: a public repository of curated and standardized metadata for human metagenomes","Kasmanas JC, Bartholomäus A, Corrêa FB, Tal T, Jehmlich N, Herberth G, von Bergen M, Stadler PF, Carvalho ACPLF, Nunes da Rocha U.","Nucleic Acids Res. 2021 Jan 8;49(D1):D743-D750. doi: 10.1093/nar/gkaa1031.","Kasmanas JC","Nucleic Acids Res","2021","2020/11/22","PMC7778935","","10.1093/nar/gkaa1031"
"37274750","FAIR in action: Brain-CODE - A neuroscience data sharing platform to accelerate brain research","Behan B, Jeanson F, Cheema H, Eng D, Khimji F, Vaccarino AL, Gee T, Evans SG, MacPhee FC, Dong F, Shahnazari S, Sparks A, Martens E, Lasalandra B, Arnott SR, Strother SC, Javadi M, Dharsee M, Evans KR, Nylen K, Mikkelsen T.","Front Neuroinform. 2023 May 18;17:1158378. doi: 10.3389/fninf.2023.1158378. eCollection 2023.","Behan B","Front Neuroinform","2023","2023/06/05","PMC10233014","","10.3389/fninf.2023.1158378"
"35495148","PHDMF: A Flexible and Scalable Personal Health Data Management Framework Based on Blockchain Technology","Ma L, Liao Y, Fan H, Zheng X, Zhao J, Xiao Z, Zheng G, Xiong Y.","Front Genet. 2022 Apr 13;13:877870. doi: 10.3389/fgene.2022.877870. eCollection 2022.","Ma L","Front Genet","2022","2022/05/02","PMC9043280","","10.3389/fgene.2022.877870"
"40824916","Reproducible Manufacturing of SPOT as a High-throughput Scaffold-based Culture Platform","Cao R, Li NT, Shing CB, Kutulakos Z, Tan CM, McGuigan AP.","J Vis Exp. 2025 Jul 29;(221). doi: 10.3791/68405.","Cao R","J Vis Exp","2025","2025/08/18","","","10.3791/68405"
"32669600","Automated pencil electrode formation platform to realize uniform and reproducible graphite electrodes on paper for microfluidic fuel cells","Rao LT, Rewatkar P, Dubey SK, Javed A, Goel S.","Sci Rep. 2020 Jul 15;10(1):11675. doi: 10.1038/s41598-020-68579-x.","Rao LT","Sci Rep","2020","2020/07/17","PMC7363794","","10.1038/s41598-020-68579-x"
"30382537","Automated Metadata Suggestion During Repository Submission","McDougal RA, Dalal I, Morse TM, Shepherd GM.","Neuroinformatics. 2019 Jul;17(3):361-371. doi: 10.1007/s12021-018-9403-z.","McDougal RA","Neuroinformatics","2019","2018/11/02","PMC6494730","NIHMS995069","10.1007/s12021-018-9403-z"
"37832430","The NCI Imaging Data Commons as a platform for reproducible research in computational pathology","Schacherer DP, Herrmann MD, Clunie DA, Höfener H, Clifford W, Longabaugh WJR, Pieper S, Kikinis R, Fedorov A, Homeyer A.","Comput Methods Programs Biomed. 2023 Dec;242:107839. doi: 10.1016/j.cmpb.2023.107839. Epub 2023 Oct 2.","Schacherer DP","Comput Methods Programs Biomed","2023","2023/10/13","PMC10841477","NIHMS1937094","10.1016/j.cmpb.2023.107839"
"37850400","Facilitating Harmonization of Variables in Framingham, MESA, ARIC, and REGARDS Studies Through a Metadata Repository","Mallya P, Stevens LM, Zhao J, Hong C, Henao R, Economou-Zavlanos N, Wojdyla DM, Schibler T, Manchanda V, Pencina MJ, Hall JL.","Circ Cardiovasc Qual Outcomes. 2023 Nov;16(11):e009938. doi: 10.1161/CIRCOUTCOMES.123.009938. Epub 2023 Oct 18.","Mallya P","Circ Cardiovasc Qual Outcomes","2023","2023/10/18","PMC10841164","NIHMS1928622","10.1161/CIRCOUTCOMES.123.009938"
"39447774","Measurement reproducibility and storage impact on VOC/SVOC emission rate from decorative materials","Zine Filali N, Braish T, Andres Y, Locoge N.","Chemosphere. 2024 Nov;367:143607. doi: 10.1016/j.chemosphere.2024.143607. Epub 2024 Oct 22.","Zine Filali N","Chemosphere","2024","2024/10/24","","","10.1016/j.chemosphere.2024.143607"
"37646933","The Plant Phenomics and Genomics Research Data Repository: An On-Premise Approach for FAIR-Compliant Data Acquisition","Arend D, Scholz U, Lange M.","Methods Mol Biol. 2023;2703:3-22. doi: 10.1007/978-1-0716-3389-2_1.","Arend D","Methods Mol Biol","2023","2023/08/30","","","10.1007/978-1-0716-3389-2_1"
"39991121","Developing Distributed High-performance Computing Capabilities of an Open Science Platform for Robust Epidemic Analysis","Collier N, Wozniak JM, Stevens A, Babuji Y, Binois M, Fadikar A, Würth A, Chard K, Ozik J.","IEEE Int Symp Parallel Distrib Process Workshops Phd Forum. 2023 May;2023:868-877. doi: 10.1109/ipdpsw59300.2023.00143. Epub 2023 Aug 4.","Collier N","IEEE Int Symp Parallel Distrib Process Workshops Phd Forum","2023","2025/02/24","PMC11845093","NIHMS2051949","10.1109/ipdpsw59300.2023.00143"
"35458785","Determination of Brain Tissue Samples Storage Conditions for Reproducible Intraoperative Lipid Profiling","Pekov SI, Zhvansky ES, Eliferov VA, Sorokin AA, Ivanov DG, Nikolaev EN, Popov IA.","Molecules. 2022 Apr 18;27(8):2587. doi: 10.3390/molecules27082587.","Pekov SI","Molecules","2022","2022/04/23","PMC9029908","","10.3390/molecules27082587"
"34423285","Sysrev: A FAIR Platform for Data Curation and Systematic Evidence Review","Bozada T Jr, Borden J, Workman J, Del Cid M, Malinowski J, Luechtefeld T.","Front Artif Intell. 2021 Aug 5;4:685298. doi: 10.3389/frai.2021.685298. eCollection 2021.","Bozada T Jr","Front Artif Intell","2021","2021/08/23","PMC8374944","","10.3389/frai.2021.685298"
"33814672","Web Infrastructure for Data Management, Storage and Computation","Brosset S, Dumont M, Cevidanes L, Soroushmehr R, Bianchi J, Gurgel M, Deleat-Besson R, Le C, Ruellas A, Yatabe M, Junior CC, Gomes L, Goncalves J, Najarian K, Gryak J, Styner M, Paniagua B, Prieto JC.","Proc SPIE Int Soc Opt Eng. 2021 Feb;11600:116001N. doi: 10.1117/12.2582283. Epub 2021 Feb 14.","Brosset S","Proc SPIE Int Soc Opt Eng","2021","2021/04/05","PMC8015809","NIHMS1678798","10.1117/12.2582283"
"35699774","PeakForest: a multi-platform digital infrastructure for interoperable metabolite spectral data and metadata management","Paulhe N, Canlet C, Damont A, Peyriga L, Durand S, Deborde C, Alves S, Bernillon S, Berton T, Bir R, Bouville A, Cahoreau E, Centeno D, Costantino R, Debrauwer L, Delabrière A, Duperier C, Emery S, Flandin A, Hohenester U, Jacob D, Joly C, Jousse C, Lagree M, Lamari N, Lefebvre M, Lopez-Piffet C, Lyan B, Maucourt M, Migne C, Olivier MF, Rathahao-Paris E, Petriacq P, Pinelli J, Roch L, Roger P, Roques S, Tabet JC, Tremblay-Franco M, Traïkia M, Warnet A, Zhendre V, Rolin D, Jourdan F, Thévenot E, Moing A, Jamin E, Fenaille F, Junot C, Pujos-Guillot E, Giacomoni F.","Metabolomics. 2022 Jun 14;18(6):40. doi: 10.1007/s11306-022-01899-3.","Paulhe N","Metabolomics","2022","2022/06/14","PMC9197906","","10.1007/s11306-022-01899-3"
"39155783","A novel clinical data management platform for acute pancreatitis","Chen S, Zhang C, Wang Z, Zhang J, Yu W, Wang Y, Si W, Liang T, Zhang Y.","J Zhejiang Univ Sci B. 2024 Aug 15;25(8):711-718. doi: 10.1631/jzus.B2300539.","Chen S","J Zhejiang Univ Sci B","2024","2024/08/19","PMC11337090","","10.1631/jzus.B2300539"
"38653911","Correlation Aware Relevance-Based Semantic Index for Clinical Big Data Repository","Deshpande P, Rasin A.","J Imaging Inform Med. 2024 Oct;37(5):2597-2611. doi: 10.1007/s10278-024-01095-w. Epub 2024 Apr 23.","Deshpande P","J Imaging Inform Med","2024","2024/04/23","PMC11522240","","10.1007/s10278-024-01095-w"
"37112129","An Open-Source Platform for GIS Data Management and Analytics","Piccoli F, Locatelli SG, Schettini R, Napoletano P.","Sensors (Basel). 2023 Apr 7;23(8):3788. doi: 10.3390/s23083788.","Piccoli F","Sensors (Basel)","2023","2023/04/28","PMC10143508","","10.3390/s23083788"
"31659070","Verification of Newly FDA-Approved Kappa and Lambda Free Light Chain Assays on a Previously Untested Platform","Muluhngwi P, Sharp CN, Pozzi N, Elin RJ, Jortani SA.","J Appl Lab Med. 2019 Nov;4(3):323-330. doi: 10.1373/jalm.2019.029215. Epub 2019 May 21.","Muluhngwi P","J Appl Lab Med","2019","2019/10/30","","","10.1373/jalm.2019.029215"
"34483871","Clinica: An Open-Source Software Platform for Reproducible Clinical Neuroscience Studies","Routier A, Burgos N, Díaz M, Bacci M, Bottani S, El-Rifai O, Fontanella S, Gori P, Guillon J, Guyot A, Hassanaly R, Jacquemont T, Lu P, Marcoux A, Moreau T, Samper-González J, Teichmann M, Thibeau-Sutre E, Vaillant G, Wen J, Wild A, Habert MO, Durrleman S, Colliot O.","Front Neuroinform. 2021 Aug 13;15:689675. doi: 10.3389/fninf.2021.689675. eCollection 2021.","Routier A","Front Neuroinform","2021","2021/09/06","PMC8415107","","10.3389/fninf.2021.689675"
"38769056","The Galaxy platform for accessible, reproducible, and collaborative data analyses: 2024 update","Galaxy Community.","Nucleic Acids Res. 2024 Jul 5;52(W1):W83-W94. doi: 10.1093/nar/gkae410.","Galaxy Community","Nucleic Acids Res","2024","2024/05/20","PMC11223835","","10.1093/nar/gkae410"
"31903739","Sandwich-Like Sensor for the Highly Specific and Reproducible Detection of Rhodamine 6G on a Surface-Enhanced Raman Scattering Platform","Wang J, Li J, Zeng C, Qu Q, Wang M, Qi W, Su R, He Z.","ACS Appl Mater Interfaces. 2020 Jan 29;12(4):4699-4706. doi: 10.1021/acsami.9b16773. Epub 2020 Jan 15.","Wang J","ACS Appl Mater Interfaces","2020","2020/01/07","","","10.1021/acsami.9b16773"
"41343683","Verification and reproducible curation of the BioModels repository","Smith LP, Malik-Sheriff RS, Nguyen TVN, Hermjakob H, Karr J, Shaikh B, Drescher L, Moraru II, Schaff JC, Agmon E, Patrie AA, Blinov ML, Hellerstein JL, May EE, Nickerson DP, Gennari JH, Sauro HM.","PLoS Comput Biol. 2025 Dec 4;21(12):e1013239. doi: 10.1371/journal.pcbi.1013239. eCollection 2025 Dec.","Smith LP","PLoS Comput Biol","2025","2025/12/04","PMC12677764","","10.1371/journal.pcbi.1013239"
"35446428","The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2022 update","Galaxy Community.","Nucleic Acids Res. 2022 Jul 5;50(W1):W345-W351. doi: 10.1093/nar/gkac247.","Galaxy Community","Nucleic Acids Res","2022","2022/04/21","PMC9252830","","10.1093/nar/gkac247"
"39896466","Verification and reproducible curation of the BioModels repository","Smith L, Malik-Sheriff RS, Nguyen TVN, Hermjakob H, Karr J, Shaikh B, Drescher L, Moraru II, Schaff JC, Agmon E, Patrie AA, Blinov ML, Hellerstein JL, May EE, Nickerson DP, Gennari JH, Sauro HM.","bioRxiv [Preprint]. 2025 Jun 17:2025.01.16.633337. doi: 10.1101/2025.01.16.633337.","Smith L","bioRxiv","2025","2025/02/03","PMC11785046","","10.1101/2025.01.16.633337"
"33993254","Automated production of research data marts from a canonical fast healthcare interoperability resource data repository: applications to COVID-19 research","Lenert LA, Ilatovskiy AV, Agnew J, Rudisill P, Jacobs J, Weatherston D, Deans KR Jr.","J Am Med Inform Assoc. 2021 Jul 30;28(8):1605-1611. doi: 10.1093/jamia/ocab108.","Lenert LA","J Am Med Inform Assoc","2021","2021/05/16","PMC8243354","","10.1093/jamia/ocab108"
"32810405","BRIDGE: An Open Platform for Reproducible High-Throughput Free Energy Simulations","Senapathi T, Suruzhon M, Barnett CB, Essex J, Naidoo KJ.","J Chem Inf Model. 2020 Nov 23;60(11):5290-5295. doi: 10.1021/acs.jcim.0c00206. Epub 2020 Sep 2.","Senapathi T","J Chem Inf Model","2020","2020/08/19","","","10.1021/acs.jcim.0c00206"
"35870448","Neuroscience Cloud Analysis As a Service: An open-source platform for scalable, reproducible data analysis","Abe T, Kinsella I, Saxena S, Buchanan EK, Couto J, Briggs J, Kitt SL, Glassman R, Zhou J, Paninski L, Cunningham JP.","Neuron. 2022 Sep 7;110(17):2771-2789.e7. doi: 10.1016/j.neuron.2022.06.018. Epub 2022 Jul 22.","Abe T","Neuron","2022","2022/07/23","PMC9464703","NIHMS1821120","10.1016/j.neuron.2022.06.018"
"30783789","Inter-platform reproducibility of ultrasonic attenuation and backscatter coefficients in assessing NAFLD","Han A, Zhang YN, Boehringer AS, Andre MP, Erdman JW Jr, Loomba R, Sirlin CB, O'Brien WD Jr.","Eur Radiol. 2019 Sep;29(9):4699-4708. doi: 10.1007/s00330-019-06035-9. Epub 2019 Feb 19.","Han A","Eur Radiol","2019","2019/02/21","PMC6684824","NIHMS1522122","10.1007/s00330-019-06035-9"
"38475202","A Redactable Blockchain-Based Data Management Scheme for Agricultural Product Traceability","Yang S, Li S, Chen W, Zhao Y.","Sensors (Basel). 2024 Mar 4;24(5):1667. doi: 10.3390/s24051667.","Yang S","Sensors (Basel)","2024","2024/03/13","PMC10935001","","10.3390/s24051667"
"38783412","OpenSAFELY: A platform for analysing electronic health records designed for reproducible research","Nab L, Schaffer AL, Hulme W, DeVito NJ, Dillingham I, Wiedemann M, Andrews CD, Curtis H, Fisher L, Green A, Massey J, Walters CE, Higgins R, Cunningham C, Morley J, Mehrkar A, Hart L, Davy S, Evans D, Hickman G, Inglesby P, Morton CE, Smith RM, Ward T, O'Dwyer T, Maude S, Bridges L, Butler-Cole BFC, Stables CL, Stokes P, Bates C, Cockburn J, Hester F, Parry J, Bhaskaran K, Schultze A, Rentsch CT, Mathur R, Tomlinson LA, Williamson EJ, Smeeth L, Walker A, Bacon S, MacKenna B, Goldacre B.","Pharmacoepidemiol Drug Saf. 2024 Jun;33(6):e5815. doi: 10.1002/pds.5815.","Nab L","Pharmacoepidemiol Drug Saf","2024","2024/05/24","PMC7616137","EMS197224","10.1002/pds.5815"
"34847059","The Collaborative Metadata Repository (CoMetaR) Web App: Quantitative and Qualitative Usability Evaluation","Stöhr MR, Günther A, Majeed RW.","JMIR Med Inform. 2021 Nov 29;9(11):e30308. doi: 10.2196/30308.","Stöhr MR","JMIR Med Inform","2021","2021/11/30","PMC8669586","","10.2196/30308"
"37482620","The metabolomics workbench file status website: a metadata repository promoting FAIR principles of metabolomics data","Powell CD, Moseley HNB.","BMC Bioinformatics. 2023 Jul 24;24(1):299. doi: 10.1186/s12859-023-05423-9.","Powell CD","BMC Bioinformatics","2023","2023/07/23","PMC10364356","","10.1186/s12859-023-05423-9"
"30147039","Samply.MDR - A Metadata Repository and Its Application in Various Research Networks","Kadioglu D, Breil B, Knell C, Lablans M, Mate S, Schlue D, Serve H, Storf H, Ückert F, Wagner T, Weingardt P, Prokosch HU.","Stud Health Technol Inform. 2018;253:50-54.","Kadioglu D","Stud Health Technol Inform","2018","2018/08/28","","",""
"38222410","Promoting TEFCA with Blockchain Technology: A Decentralized Approach to Patient-centered Healthcare Data Management","Zhuang Y, Zhang L.","AMIA Annu Symp Proc. 2024 Jan 11;2023:824-833. eCollection 2023.","Zhuang Y","AMIA Annu Symp Proc","2024","2024/01/15","PMC10785864","",""
"33404959","An Integrated Platform for Skin Cancer Heterogenous and Multilayered Data Management","Maglogiannis I, Kontogianni G, Papadodima O, Karanikas H, Billiris A, Chatziioannou A.","J Med Syst. 2021 Jan 6;45(1):10. doi: 10.1007/s10916-020-01679-3.","Maglogiannis I","J Med Syst","2021","2021/01/06","","","10.1007/s10916-020-01679-3"
"39373194","EMhub: a web platform for data management and on-the-fly processing in scientific facilities","de la Rosa-Trevin JM, Sharov G, Fleischmann S, Morado D, Bollinger JC, Miller DJ, Terry DS, Blanchard SC, Fernandez IS, Carroni M.","Acta Crystallogr D Struct Biol. 2024 Nov 1;80(Pt 11):780-790. doi: 10.1107/S2059798324009471. Epub 2024 Oct 7.","de la Rosa-Trevin JM","Acta Crystallogr D Struct Biol","2024","2024/10/07","PMC11544427","","10.1107/S2059798324009471"
"33993573","Quantitative platform for accurate and reproducible assessment of transverse (T(2) ) relaxation time","Radunsky D, Stern N, Nassar J, Tsarfaty G, Blumenfeld-Katzir T, Ben-Eliezer N.","NMR Biomed. 2021 Aug;34(8):e4537. doi: 10.1002/nbm.4537. Epub 2021 May 16.","Radunsky D","NMR Biomed","2021","2021/05/16","","","10.1002/nbm.4537"
"34697315","Physiologic biomechanics enhance reproducible contractile development in a stem cell derived cardiac muscle platform","Tsan YC, DePalma SJ, Zhao YT, Capilnasiu A, Wu YW, Elder B, Panse I, Ufford K, Matera DL, Friedline S, O'Leary TS, Wubshet N, Ho KKY, Previs MJ, Nordsletten D, Isom LL, Baker BM, Liu AP, Helms AS.","Nat Commun. 2021 Oct 25;12(1):6167. doi: 10.1038/s41467-021-26496-1.","Tsan YC","Nat Commun","2021","2021/10/26","PMC8546060","","10.1038/s41467-021-26496-1"
"36243817","Implementation of FAIR principles in the IPCC: the WGI AR6 Atlas repository","Iturbide M, Fernández J, Gutiérrez JM, Pirani A, Huard D, Al Khourdajie A, Baño-Medina J, Bedia J, Casanueva A, Cimadevilla E, Cofiño AS, De Felice M, Diez-Sierra J, García-Díez M, Goldie J, Herrera DA, Herrera S, Manzanas R, Milovac J, Radhakrishnan A, San-Martín D, Spinuso A, Thyng KM, Trenham C, Yelekçi Ö.","Sci Data. 2022 Oct 15;9(1):629. doi: 10.1038/s41597-022-01739-y.","Iturbide M","Sci Data","2022","2022/10/15","PMC9569379","","10.1038/s41597-022-01739-y"
"39438519","Blockchain-enabled verification of medical records using soul-bound tokens and cloud computing","Singh P, Sagar S, Singh S, Alshahrani HM, Getahun M, Soufiene BO.","Sci Rep. 2024 Oct 22;14(1):24830. doi: 10.1038/s41598-024-75708-3.","Singh P","Sci Rep","2024","2024/10/22","PMC11496552","","10.1038/s41598-024-75708-3"
"34040252","PANOPLY: a cloud-based platform for automated and reproducible proteogenomic data analysis","Mani DR, Maynard M, Kothadia R, Krug K, Christianson KE, Heiman D, Clauser KR, Birger C, Getz G, Carr SA.","Nat Methods. 2021 Jun;18(6):580-582. doi: 10.1038/s41592-021-01176-6.","Mani DR","Nat Methods","2021","2021/05/27","PMC8791030","NIHMS1765107","10.1038/s41592-021-01176-6"
"41259098","Reproducibility and accuracy of bacterial methylome profiling using Oxford Nanopore Technologies nanopore sequencing platform","Schababerle T, Hayat O, Jung J, Le M, Polic I, Wees H, Bhatti M, Shelburne S, Liu X, Kalia A.","Microb Genom. 2025 Nov;11(11). doi: 10.1099/mgen.0.001564.","Schababerle T","Microb Genom","2025","2025/11/19","","","10.1099/mgen.0.001564"
"38832272","Detecting the provenance of price hike in agri-food supply chain using private Ethereum blockchain network","Haider Sayma M, Hasan MR, Khatun M, Rajee A, Begum A.","Heliyon. 2024 May 21;10(11):e30972. doi: 10.1016/j.heliyon.2024.e30972. eCollection 2024 Jun 15.","Haider Sayma M","Heliyon","2024","2024/06/04","PMC11145203","","10.1016/j.heliyon.2024.e30972"
"33095183","Proposed Implementation of Blockchain in British Columbia's Health Care Data Management","Cadoret D, Kailas T, Velmovitsky P, Morita P, Igboeli O.","J Med Internet Res. 2020 Oct 23;22(10):e20897. doi: 10.2196/20897.","Cadoret D","J Med Internet Res","2020","2020/10/23","PMC7647806","","10.2196/20897"
"39176867","An Open Information Model-Based Repository for Sustainable Re-Use of Heterogeneous Pandemics Research Data","Scheuermann K, Hufeland P, Haarbrandt B, Hanss S, Joseph M, Kohler S, Krefting D, Richter J, Tute E, Wolf KH, Marschollek M.","Stud Health Technol Inform. 2024 Aug 22;316:1921-1925. doi: 10.3233/SHTI240808.","Scheuermann K","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240808"
"29126118","Decentralized and reproducible geocoding and characterization of community and environmental exposures for multisite studies","Brokamp C, Wolfe C, Lingren T, Harley J, Ryan P.","J Am Med Inform Assoc. 2018 Mar 1;25(3):309-314. doi: 10.1093/jamia/ocx128.","Brokamp C","J Am Med Inform Assoc","2018","2017/11/11","PMC7378876","","10.1093/jamia/ocx128"
"38445954","High Accuracy of Clinical Verification of Electrohydrodynamic-Driven Nanobox-on-Mirror Platform for Molecular Identification of Respiratory Viruses","Li J, Guan R, Wuethrich A, Yan M, Cheng J, Liu G, Zhan J, Trau M, Sun Y.","Anal Chem. 2024 Mar 19;96(11):4495-4504. doi: 10.1021/acs.analchem.3c05120. Epub 2024 Mar 6.","Li J","Anal Chem","2024","2024/03/06","","","10.1021/acs.analchem.3c05120"
"34001121","Pragmatic MDR: a metadata repository with bottom-up standardization of medical metadata through reuse","Hegselmann S, Storck M, Gessner S, Neuhaus P, Varghese J, Bruland P, Meidt A, Mertens C, Riepenhausen S, Baier S, Stöcker B, Henke J, Schmidt CO, Dugas M.","BMC Med Inform Decis Mak. 2021 May 17;21(1):160. doi: 10.1186/s12911-021-01524-8.","Hegselmann S","BMC Med Inform Decis Mak","2021","2021/05/18","PMC8130274","","10.1186/s12911-021-01524-8"
"39176613","Securing Reproducibility and Accountability in Distributed Healthcare Analytics: A Framework Based on Blockchain and Cryptography","Nucciarelli L, Gottardelli B, Gatta R, Damiani A.","Stud Health Technol Inform. 2024 Aug 22;316:1269-1273. doi: 10.3233/SHTI240643.","Nucciarelli L","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240643"
"36777488","Evaluation of Decentralized Verifiable Credentials to Authenticate Authorized Trading Partners and Verify Drug Provenance","Ashkar GL, Patel KS, de Jesus J, Vinnakota N, Helms N, Jack W, Chien W, Taylor B.","Blockchain Healthc Today. 2021 Mar 11;4. doi: 10.30953/bhty.v4.168. eCollection 2021.","Ashkar GL","Blockchain Healthc Today","2021","2023/02/13","PMC9907409","","10.30953/bhty.v4.168"
"36575383","OpenGenomeBrowser: a versatile, dataset-independent and scalable web platform for genome data management and comparative genomics","Roder T, Oberhänsli S, Shani N, Bruggmann R.","BMC Genomics. 2022 Dec 27;23(1):855. doi: 10.1186/s12864-022-09086-3.","Roder T","BMC Genomics","2022","2022/12/27","PMC9795662","","10.1186/s12864-022-09086-3"
"29897418","SciApps: a cloud-based platform for reproducible bioinformatics workflows","Wang L, Lu Z, Van Buren P, Ware D.","Bioinformatics. 2018 Nov 15;34(22):3917-3920. doi: 10.1093/bioinformatics/bty439.","Wang L","Bioinformatics","2018","2018/06/14","PMC6223375","","10.1093/bioinformatics/bty439"
"35919378","Lessons learned from developing a statewide research data repository to combat the opioid epidemic in Alabama","Hudnall M, Lewis D, Parton J, Sellers C.","JAMIA Open. 2022 Aug 1;5(3):ooac065. doi: 10.1093/jamiaopen/ooac065. eCollection 2022 Oct.","Hudnall M","JAMIA Open","2022","2022/08/03","PMC9341439","","10.1093/jamiaopen/ooac065"
"39392971","Multimodal Deep Representation Learning for Quantum Cross-Platform Verification","Qian Y, Du Y, He Z, Hsieh MH, Tao D.","Phys Rev Lett. 2024 Sep 27;133(13):130601. doi: 10.1103/PhysRevLett.133.130601.","Qian Y","Phys Rev Lett","2024","2024/10/11","","","10.1103/PhysRevLett.133.130601"
"32479607","The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2020 update","Jalili V, Afgan E, Gu Q, Clements D, Blankenberg D, Goecks J, Taylor J, Nekrutenko A.","Nucleic Acids Res. 2020 Jul 2;48(W1):W395-W402. doi: 10.1093/nar/gkaa434.","Jalili V","Nucleic Acids Res","2020","2020/06/02","PMC7319590","","10.1093/nar/gkaa434"
"41188203","Recombinant Yeast Platform for Production and Verification of Diverse Quercetin Heteroconjugates","Sultana MJ, Nishikawa M, Sudaka Y, Ikushiro S.","J Agric Food Chem. 2025 Nov 19;73(46):29638-29649. doi: 10.1021/acs.jafc.5c10497. Epub 2025 Nov 4.","Sultana MJ","J Agric Food Chem","2025","2025/11/04","","","10.1021/acs.jafc.5c10497"
"39475723","BakRep - a searchable large-scale web repository for bacterial genomes, characterizations and metadata","Fenske L, Jelonek L, Goesmann A, Schwengers O.","Microb Genom. 2024 Oct;10(10):001305. doi: 10.1099/mgen.0.001305.","Fenske L","Microb Genom","2024","2024/10/30","PMC11524574","","10.1099/mgen.0.001305"
"40226443","Guidelines and metadata model for a repository of volcanic samples","Corsaro RA, D'Oriano C, Di Muro A, Geyer A, Gurioli L, Pappalardo L, Pennisi M, Pompilio M, Principe C, Re G.","Bull Volcanol. 2025;87(5):32. doi: 10.1007/s00445-025-01816-1. Epub 2025 Apr 9.","Corsaro RA","Bull Volcanol","2025","2025/04/14","PMC11982162","","10.1007/s00445-025-01816-1"
"37552975","Highly reproducible and cost-effective one-pot organoid differentiation using a novel platform based on PF-127 triggered spheroid assembly","Zhang XS, Xie G, Ma H, Ding S, Wu YX, Fei Y, Cheng Q, Huang Y, Wang Y.","Biofabrication. 2023 Aug 21;15(4). doi: 10.1088/1758-5090/acee21.","Zhang XS","Biofabrication","2023","2023/08/08","","","10.1088/1758-5090/acee21"
"38610290","Blockchain-Based Method for Spatial Retrieval and Verification of Remote Sensing Images","Liu Y, Chang Y.","Sensors (Basel). 2024 Mar 24;24(7):2078. doi: 10.3390/s24072078.","Liu Y","Sensors (Basel)","2024","2024/04/13","PMC11014153","","10.3390/s24072078"
"29036464","The MIMIC Code Repository: enabling reproducibility in critical care research","Johnson AE, Stone DJ, Celi LA, Pollard TJ.","J Am Med Inform Assoc. 2018 Jan 1;25(1):32-39. doi: 10.1093/jamia/ocx084.","Johnson AE","J Am Med Inform Assoc","2018","2017/10/17","PMC6381763","","10.1093/jamia/ocx084"
"37896628","N-Accesses: A Blockchain-Based Access Control Framework for Secure IoT Data Management","Hu T, Yang S, Wang Y, Li G, Wang Y, Wang G, Yin M.","Sensors (Basel). 2023 Oct 18;23(20):8535. doi: 10.3390/s23208535.","Hu T","Sensors (Basel)","2023","2023/10/28","PMC10610556","","10.3390/s23208535"
"34336176","Healthcare and Fitness Data Management Using the IoT-Based Blockchain Platform","Frikha T, Chaari A, Chaabane F, Cheikhrouhou O, Zaguia A.","J Healthc Eng. 2021 Jul 9;2021:9978863. doi: 10.1155/2021/9978863. eCollection 2021.","Frikha T","J Healthc Eng","2021","2021/08/02","PMC8286190","","10.1155/2021/9978863"
"34433217","Linking a Consortium-Wide Data Quality Assessment Tool with the MIRACUM Metadata Repository","Kapsner LA, Mang JM, Mate S, Seuchter SA, Vengadeswaran A, Bathelt F, Deppenwiese N, Kadioglu D, Kraska D, Prokosch HU.","Appl Clin Inform. 2021 Aug;12(4):826-835. doi: 10.1055/s-0041-1733847. Epub 2021 Aug 25.","Kapsner LA","Appl Clin Inform","2021","2021/08/25","PMC8387126","","10.1055/s-0041-1733847"
"32897710","Storage Conditions of Human Kidney Tissue Sections Affect Spatial Lipidomics Analysis Reproducibility","Lukowski JK, Pamreddy A, Velickovic D, Zhang G, Pasa-Tolic L, Alexandrov T, Sharma K, Anderton CR; Kidney Precision Medicine Project.","J Am Soc Mass Spectrom. 2020 Dec 2;31(12):2538-2546. doi: 10.1021/jasms.0c00256. Epub 2020 Sep 25.","Lukowski JK","J Am Soc Mass Spectrom","2020","2020/09/08","PMC8162764","NIHMS1699798","10.1021/jasms.0c00256"
