"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Zhu H.; Kim B.J.; Spizz G.; Rothrock D.; Yasmin R.; Arida J.; Grocholl J.; Montagna R.; Schwartz B.; Trujillo S.; Almeria S.","Zhu, Hui (57191834220); Kim, Beum Jun (59791674400); Spizz, Gwendolyn (6602741052); Rothrock, Derek (58729510500); Yasmin, Rubina (55276655200); Arida, Joseph (57875378800); Grocholl, John (58132782100); Montagna, Richard (7004216992); Schwartz, Brooke (58727527300); Trujillo, Socrates (57197543844); Almeria, Sonia (6603794269)","57191834220; 59791674400; 6602741052; 58729510500; 55276655200; 57875378800; 58132782100; 7004216992; 58727527300; 57197543844; 6603794269","Development and Evaluation/Verification of a Fully Automated Test Platform for the Rapid Detection of Cyclospora cayetanensis in Produce Matrices","2023","Microorganisms","11","11","2805","","","0","10.3390/microorganisms11112805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178150587&doi=10.3390%2Fmicroorganisms11112805&partnerID=40&md5=81c830174e384c5439cd8dd30be00a02","Cyclosporiasis, caused by the coccidian parasite Cyclospora cayetanensis, has emerged as an increasing global public health concern, with the incidence of laboratory-confirmed domestically acquired cases in the US exceeding 10,000 since 2018. A recently published qPCR assay (Mit1C) based on a mitochondrial target gene showed high specificity and good sensitivity for the detection of C. cayetanensis in fresh produce. The present study shows the integration and verification of the same mitochondrial target into a fully automated and streamlined platform that performs DNA isolation, PCR, hybridization, results visualization, and reporting of results to simplify and reduce hands-on time for the detection of this parasite. By using the same primer sets for both the target of interest (i.e., Mit1C) and the internal assay control (IAC), we were able to rapidly migrate the previously developed Mit1C qPCR assay into the more streamlined and automated format Rheonix C. cayetanensisTM Assay. Once the best conditions for detection were optimized and the migration to the fully automated format was completed, we compared the performance of the automated platform against the original “bench top” Mit1C qPCR assay. The automated Rheonix C. cayetanensis Assay achieved equivalent performance characteristics as the original assay, including the same performance for both inclusion and exclusion panels, and it was able to detect as low as 5 C. cayetanensis oocysts in fresh produce while significantly reducing hands-on time. We expect that the streamlined assay can be used as a tool for outbreak and/or surveillance activities to detect the presence of C. cayetanensis in produce samples. © 2023 by the authors.","cyclosporiasis; detection; foodborne pathogens; mitochondrial target; rapid test","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85178150587"
"Nair A.","Nair, Abhishek (58605578500)","58605578500","Data Sharing for Ports Data Management Platform Yields Efficiency Gains in Shipping","2023","Sea Technology","64","5","","17","18and20","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171665349&partnerID=40&md5=36b8e7d06ae9a2858d7e35dbcea6799f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85171665349"
"Das M.; Majumder D.","Das, Madhumita (57193872701); Majumder, Durjoy (15744157700)","57193872701; 15744157700","Development of a blockchain-based architecture for health data management and sharing","2024","International Journal of Electronic Healthcare","14","1","","1","26","0","10.1504/IJEH.2024.140081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199779115&doi=10.1504%2FIJEH.2024.140081&partnerID=40&md5=ec656a9455e923d12449c13b4110eff0","Databases are important in disease management. Information technology helps in disease database management in different healthcare organisations through LAN-based servers. Hence, patients or anybody from the community do not have access to such databases. Most public databases provide cross-sectional information about a specific disease. For providing a quality healthcare to the individual patients, emphasis is put on clinical data analytics; however, it requires individual patients’ clinical datasets with time-varying data points. In fact, the aggregation of such individual patients’ data into a large database could be considered as the more robust evidence of big data analytics and evidence-based clinical decisions. Considering these, a community driven disease (CDD) database portal has been developed, blockchain technology is adopted to connect its four independent modules: user, corporate, visitors and admin. CDD is open to search but patients’ privacy is secured. It is patient-centric and stores individual patients’ data in a temporal manner. Copyright © 2024 Inderscience Enterprises Ltd.","CDD; community driven disease; digital health; disease database; dynamical data; fourth industrial revolution; telemedicine","aged; article; big data; blockchain; cross-sectional study; data base; digital health; digital technology; disease management; evidence based practice; health care organization; health data; human; information processing; information technology; privacy; telemedicine","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199779115"
"Narayan D.G.; Rashmi B.; Pavitra H.; Yashawardan D.","Narayan, D.G. (57219743514); Rashmi, B. (58863554600); Pavitra, H. (57220026945); Yashawardan, D. (58863859100)","57219743514; 58863554600; 57220026945; 58863859100","A Framework for Data Provenance Assurance in Cloud Environment using Ethereum Blockchain","2024","EAI Endorsed Transactions on Scalable Information Systems","11","2","","1","14","5","10.4108/eetsis.3536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184033124&doi=10.4108%2Feetsis.3536&partnerID=40&md5=3c66fad811bc16c62078e87fc8f6bf77","Cloud data provenance refers to the systematic recording and tracking of the entire lifecycle of digital data within a cloud. Ensuring secure data provenance is crucial for maintaining accountability and confidentiality in cloud environments. However, establishing trust between cloud customers and service providers remains a challenge, highlighting the need for assured data provenance models. In recent times, blockchain technology has emerged as promising solution for designing data provenance assurance models. It provides a decentralized and distributed ledger to record the provenance of digital assets. In this work, we design a blockchain-based framework for ensuring data provenance in cloud storage. Initially, we develop a cloud storage application using OpenStack swift storage which helps in the generation of provenance data. Subsequently, we design a data provenance assurance framework for confidential files of users using the Ethereum blockchain. To evaluate the scalability and performance of the proposed framework, we analyze various performance parameters such as transaction throughput, latency and gas limit using various scenarios. The performance of the system is compared under two consensus algorithms namely proof of work and proof of authority. This analysis helps to assess the effectiveness and efficiency of the blockchain-based solution in ensuring data provenance in cloud storage environments. © 2023 Narayan D. G et al., licensed to EAI. This is an open access article distributed under the terms of the CC BY-NC-SA 4.0, which permits copying, redistributing, remixing, transformation, and building upon the material in any medium so long as the original work is properly cited.","Blockchain; Data Provenance; Ethereum; OpenStack; POA; POW; Swift API","Cloud storage; Ethereum; Life cycle; Platform as a Service (PaaS); Block-chain; Cloud data provenances; Cloud environments; Cloud storages; Data provenance; Entire life cycles; Openstack; POA; POW; Swift API; Blockchain","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85184033124"
"Chowdhury K.; Mukta R.","Chowdhury, Kowshik (59964145000); Mukta, Rahma (56296871200)","59964145000; 56296871200","HyperChain: Blockchain-Based Medicine Authenticity Verification in Bangladesh","2024","2024 27th International Conference on Computer and Information Technology, ICCIT 2024 - Proceedings","","","","1516","1521","0","10.1109/ICCIT64611.2024.11021784","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009048919&doi=10.1109%2FICCIT64611.2024.11021784&partnerID=40&md5=ef7051938c1100daeec3d531ee836af8","The high rate of counterfeit medications in Bangladesh endangers public health and undermines trust in the pharmaceutical supply chain. Traditional medication authentication methods are often tampered with or do not ensure transparency in how medicines are produced and handled. Blockchain technology offers promising solutions by providing data transparency and integrity through its salient features, such as decentralization, immutability, and auditability. This paper proposes HyperChain, a permissioned blockchain solution using Hyperledger Fabric, specifically designed to improve transparency and mainly authenticity in the pharmaceutical supply chain. Compared to existing systems such as Medledger, Hyper-Chain provides a more robust storage mechanism (combining off-chain and on-chain storage) and back-end API implementation, ensuring scalability and real-time integration. It also mitigates critical security risks, such as 33% node attacks, which remain unaddressed in Medledger. Furthermore, HyperChain outperforms existing solutions in terms of throughput and latency, providing a scalable and trustworthy framework for combating counterfeit drugs and boosting trust in Bangladesh's pharmaceutical supply chain. Experimental results underscore Hyper-Chain's superior performance and its potential as a benchmark for secure and efficient pharmaceutical supply chain systems. © 2024 IEEE.","Blockchain; chaincode; Hyper-ledger Fabric; pharmaceutical; security; supply chains","Authentication; Benchmarking; Chains; Crime; Digital storage; Drug products; Medicine; Public health; Transparency; Authentication methods; Authenticity verification; Bangladesh; Based medicines; Block-chain; Chain codes; High rate; Hyper-ledger fabric; Pharmaceutical supply chains; Security; Blockchain; Supply chains","Conference paper","Final","","Scopus","2-s2.0-105009048919"
"Cuya K.C.; Palaoag T.D.","Cuya, Kennedy C. (57217137218); Palaoag, Thelma D. (56904198800)","57217137218; 56904198800","Revolutionizing Academic Integrity: The Emergence of Blockchain for Credential Verification - A Bibliometric Perspective","2024","Nanotechnology Perceptions","20","S3","","264","290","1","10.62441/nano-ntp.v20iS3.21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199366494&doi=10.62441%2Fnano-ntp.v20iS3.21&partnerID=40&md5=cdb5ac91e11f5efe0da7b5e67f62a041","This paper examines into the intricate landscape of legal and regulatory challenges accompanying the implementation of blockchain technology for authenticating academic records in the Philippines. Employing a thorough bibliometric analysis, it charts the significant scholarly interest in blockchain, particularly noting a surge in research from 2017 onwards. The study meticulously examines the compatibility of blockchain technology with existing legal frameworks, including the Data Privacy Act of 2012, highlighting the potential for blockchain to revolutionize the verification process of academic credentials through enhanced security, transparency, and efficiency. However, the paper underscores the complexity of navigating legal and regulatory stipulations, emphasizing the need for a collaborative effort among educators, policymakers, legal experts, and technologists. This multidisciplinary approach aims to adapt legal standards to the decentralized and immutable nature of blockchain, ensuring the technology's alignment with privacy rights and intellectual property laws. The findings advocate for regulatory bodies to develop specific guidelines that cater to blockchain's application in educational settings, fostering an environment conducive to technological innovation within the legal and ethical boundaries. This study significantly contributes to the ongoing discourse on legal and regulatory preparedness for integrating emerging technologies like blockchain in the educational sector, setting a foundation for future research and policy development to leverage blockchain technology effectively and lawfully in academic record authentication. © 2024, Collegium Basilea. All rights reserved.","blockchain technology; educational credentials; legal frameworks; Philippines; regulatory compliance","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199366494"
"Feng X.; Ma J.; Wang H.; Wen S.; Xiang Y.; Miao Y.","Feng, Xiaoqin (57203880167); Ma, Jianfeng (25621725700); Wang, Huaxiong (8925422800); Wen, Sheng (37108669800); Xiang, Yang (57114147900); Miao, Yinbin (56896703700)","57203880167; 25621725700; 8925422800; 37108669800; 57114147900; 56896703700","Space-Efficient Storage Structure of Blockchain Transactions Supporting Secure Verification","2023","IEEE Transactions on Cloud Computing","11","3","","2631","2645","5","10.1109/TCC.2022.3220664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141575882&doi=10.1109%2FTCC.2022.3220664&partnerID=40&md5=f71e2acf4f38bf512887a9bd543b8ecf","The rapid growth of the blockchain size is a major bottleneck hindering its implementations in data-heavy applications. Current efforts improve the distributed storage ways and transactions' storage mechanisms of blockchain, however, the blockchain distribution and integrity are destroyed. Simplified Payment Verification (SPV) is closely related to blockchain storage, but the current solutions did not explore the privacy-preserving SPV. In this paper, we propose a new storage structure for blockchain transactions, called Coloring Index (CI), to reduce the blockchain's space occupation. Specifically, we devise an index building algorithm to simply calculate the indices of transactions for the sake of information concealing. By improving the Coloring Embedder for multi-sets query, we can store the indices into the Coloring Embedder to achieve the structured storage of transactions with small space occupation. Using CI, SPV query proceeds without revealing the user's address, thereby achieving secure data sharing in applications such as the intelligent vehicles' communications and distributed IoT. We prove CI's security against malicious full nodes when establishing possible connections between the address and the user. The experiments show that blockchain systems using our CI store one time more transactions than Merkle tree and half more than Bloom filter.  © 2013 IEEE.","Blockchain storage; data-heavy applications; privacy preserving; simplified payment verification","Bitcoin; Digital storage; Hash functions; Peer to peer networks; Privacy-preserving techniques; Block-chain; Blockchain storage; Cloud-computing; Data-heavy application; Index; Peer-to-peer computing; Privacy; Privacy preserving; Simplified payment verification; Blockchain","Article","Final","","Scopus","2-s2.0-85141575882"
"He B.; Wang J.; Qi Q.; Sun H.; Liao J.","He, Bo (57480012700); Wang, Jingyu (55742764200); Qi, Qi (14058739100); Sun, Haifeng (57190948696); Liao, Jianxin (7402988692)","57480012700; 55742764200; 14058739100; 57190948696; 7402988692","RTHop: Real-Time Hop-by-Hop Mobile Network Routing by Decentralized Learning With Semantic Attention","2023","IEEE Transactions on Mobile Computing","22","3","","1731","1747","23","10.1109/TMC.2021.3105963","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113348300&doi=10.1109%2FTMC.2021.3105963&partnerID=40&md5=34fd0c93d321d7b851a267ef4b934788","Multi-access Edge Computing and ubiquitous smart devices help serve end-users efficiently by providing emerging edge-deployed services. On the other hand, more heavy and time-varying traffic loads are generated in mobile edge networks, so that an efficient traffic forwarding mechanism is highly required to handle the routing problem in complex and highly dynamic edge environments. Thus, Deep Reinforcement Learning (DRL) is introduced since it can work in a model-free approach. However, previous centralized DRL-based methods work in a turn-based way that mismatches the real-time property of routing. In this paper, we propose a real-time and distributed learning approach, RTHop, to adapt to the volatile environment and realize a hop-by-hop routing. The Multi-Agent Deep Reinforcement Learning (MADRL) and the Real-Time Markov Decision Process (RTMDP) are used to alleviate network congestion and maximize the utilization of network resources. By joining with the self-attention mechanism, RTHop obtains the semantics from elements of the network state to help agents learn the importance of each element on routing. Experiment results show that RTHop not only overcomes the weakness of conventional turn-based DRL methods but also achieves the increase of delivered packet ratios and effective throughput compared with other routing methods.  © 2002-2012 IEEE.","distributed routing; Mobile edge network; multi-agent reinforcement learning; real-time network; self-attention","Deep learning; Markov processes; Mobile edge computing; Multi agent systems; Network routing; Neural networks; Real time systems; Reinforcement learning; Ubiquitous computing; Adaptation models; Delay; Distributed routing; Edge computing; EDGE Networks; Mobile edge network; Multi-agent reinforcement learning; Neural-networks; Real - Time system; Real time network; Routings; Self-attention; Semantics","Article","Final","","Scopus","2-s2.0-85113348300"
"Mokalusi O.L.; Kuriakose R.B.; Vermaak H.J.","Mokalusi, O.L. (57392579000); Kuriakose, R.B. (56741006000); Vermaak, H.J. (24336629700)","57392579000; 56741006000; 24336629700","Designing an Experimental Setup for Data Provenance Tracking using a Public Blockchain: A Case Study using a Water Bottling Plant","2024","International Journal of Advanced Computer Science and Applications","15","6","","282","287","0","10.14569/IJACSA.2024.0150630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197471142&doi=10.14569%2FIJACSA.2024.0150630&partnerID=40&md5=7eb5fffc3ee2bc73fe8d7d67b723965d","Data provenance, in an end-to-end supply chain context, refers to the tracking of the origin and history of every raw material, process, packaging and distribution involved in a manufacturing network. The traditional client-server architecture utilised in centralised systems, stores data in a single location, making it vulnerable to single points of failure, data tampering, and unauthorised access. As a result, a lack of data provenance and standardisation for products in a manufacturing supply chain. This leads to a lack of traceability and transparency. There-fore, this article presents a hypothesis that these challenges can be overcome by incorporating data provenance into blockchain-based smart contracts for traceability and transparency. This ar-ticle is structured such that it firstly discusses data provenance traceability with a focus on the cloud-based storage system archi-tecture domains for data provenance traceability across end-to-end supply chains. Secondly, this article sheds more light on the design of an experimental setup for blockchain-based data prove-nance traceability in a manufacturing supply chain using a case study of a water bottling plant. Finally, it showcases and discusses the results of the experiments for this purpose. © (2024), (Science and Information Organization). All Rights Reserved.","Data provenance; public blockchain; smart con-tracts; smart manufacturing; supply chain","Blockchain; Client server computer systems; Digital storage; Transparency; Block-chain; Case-studies; Con-tracts; Data provenance; End to end; Material packaging; Public blockchain; Smart con-tract; Smart manufacturing; Water bottling plant; Supply chains","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85197471142"
"Chen L.; Shangguan J.","Chen, Lin (59404702700); Shangguan, Jun (59404805900)","59404702700; 59404805900","Data Security Storage and Verification Mechanism Based on Distributed Ledger Technology","2024","Applied Mathematics and Nonlinear Sciences","9","1","20243228","","","0","10.2478/amns-2024-3228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208666994&doi=10.2478%2Famns-2024-3228&partnerID=40&md5=0d81c9bc951662a28d73d270a8bae662","Blockchain, as a secure distributed ledger technology, has received extensive attention from academia and industry for its decentralization, comparability and traceability. This paper proposes a method for verifying data security on blockchain, and a cryptographic uploading and retrieval scheme is combined with IOTA blockchain technology. In this way, an IoT data storage and sharing model is designed to combine blockchain with IPFS. In this paper, it is found that there is a certain delay in operating on Fabric and IOTA compared to the scenarios that do not use blockchain. But Fabric has better performance in upload and download performance than IOTA. In the proposed scheme in this paper, the uploading time is stabilized between 0.8 and 1.2, and the retrieval time is stabilized between 0.43s and 0.76s, which has superior data uploading and retrieval performance than Scheme 1. Furthermore, the time to generate a key for a 50MB file is only around 1800ms, and for a 50MB file split into 6KB blocks, the time to generate a secret key is only around 36s. In this paper, when the file size reaches 5MB, the computational overhead of encryption and decryption is about 1315ms and 1283ms, respectively, and the time overhead of data consistency validation is only about 1095ms when the data block is cut into 6KB for a file of 5MB, indicating that this paper's scheme has a lower time overhead in the generation of the secret key, encryption and decryption, and the data consistency validation. In summary, the above experiments verify the security and applicability of this paper's scheme in data storage and verification.  © 2024 Lin Chen et al., published by Sciendo.","Blockchain; Data Security; Distributed Ledger; Fabric and IOTA; Performance Analysis","Block-chain; Consistency validation; Data consistency; Data storage; Encryption and decryption; Fabric and IOTA; Performance; Performances analysis; Security storages; Security verification; Distributed ledger","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85208666994"
"Setlur V.; Kanyuka A.; Srinivasan A.","Setlur, Vidya (21743848500); Kanyuka, Andriy (58545407200); Srinivasan, Arjun (57195551274)","21743848500; 58545407200; 57195551274","Olio: A Semantic Search Interface for Data Repositories","2023","UIST 2023 - Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology","","","95","","","14","10.1145/3586183.3606806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178513597&doi=10.1145%2F3586183.3606806&partnerID=40&md5=a138f4dcee7c40f0d11edb63ff6e2261","Search and information retrieval systems are becoming more expressive in interpreting user queries beyond the traditional weighted bag-of-words model of document retrieval. For example, searching for a flight status or a game score returns a dynamically generated response along with supporting, pre-authored documents contextually relevant to the query. In this paper, we extend this hybrid search paradigm to data repositories that contain curated data sources and visualization content. We introduce a semantic search interface, Olio, that provides a hybrid set of results comprising both auto-generated visualization responses and pre-authored charts to blend analytical question-answering with content discovery search goals. We specifically explore three search scenarios - question-and-answering, exploratory search, and design search over data repositories. The interface also provides faceted search support for users to refine and filter the conventional best-first search results based on parameters such as author name, time, and chart type. A preliminary user evaluation of the system demonstrates that Olio's interface and the hybrid search paradigm collectively afford greater expressivity in how users discover insights and visualization content in data repositories.  © 2023 Owner/Author.","curated data sources.; design search; dynamic and static content; exploratory search; federated querying; Hybrid search; question and answering; visualizations","Data visualization; Information retrieval; Information retrieval systems; Search engines; Semantic Web; Semantics; Curated data source.; Data repositories; Data-source; Design search; Dynamic and static content; Exploratory search; Federated querying; Hybrid search; Question and answering; Semantic search; Visualization","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85178513597"
"Liao B.-Y.; Chang J.-W.","Liao, Bo-Yan (58759214700); Chang, Jia-Wei (55570534700)","58759214700; 55570534700","Design of a Fair Distributed Computing Platform Based on Distributed Ledger Technology and Performance Measurements","2024","Lecture Notes in Electrical Engineering","1134","","","45","50","0","10.1007/978-981-99-9342-0_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184298183&doi=10.1007%2F978-981-99-9342-0_5&partnerID=40&md5=e1e4f8a435453ea3ea940781038f9c14","We propose a fair distributed computing platform based on Distributed Ledger Technology (DLT) and performance measurements. The platform integrates DLT and federated learning, enabling users to train machine learning models on their local devices without compromising their privacy by sharing their data with a central server. Instead, only the trained model weights are uploaded to a central server for aggregation. To address privacy concerns associated with federated learning, we integrate various privacy-preserving methods, such as differential privacy, model pruning, and homomorphic encryption, into the platform framework. These techniques help protect user privacy while improving model accuracy. To address the non-IID data problem in federated learning, we use performance measurements to balance the training workload among users, and blacklist malicious users while incentivizing participation. DLT ensures the security and integrity of the platform by validating and recording all data transactions on the ledger. Overall, the proposed platform has the potential to revolutionize machine learning model training by making it more efficient, secure, fair, and transparent. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd 2024.","Blockchain; Federated learning; InterPlanetary File System (IPFS)","Distributed computer systems; Distributed ledger; Machine learning; Privacy-preserving techniques; Block-chain; Central servers; Distributed computing platform; Federated learning; Filesystem; Interplanetary file system; Machine learning models; Model weights; Performance measurements; Privacy concerns; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85184298183"
"Cuya K.C.; Palaoag T.D.","Cuya, Kennedy C. (57217137218); Palaoag, Thelma D. (56904198800)","57217137218; 56904198800","Blockchain in Higher Education: Advancing Security, Verification, and Trust in Academic Credentials","2024","Nanotechnology Perceptions","20","S3","","373","386","4","10.62441/nano-ntp.v20iS3.28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199211922&doi=10.62441%2Fnano-ntp.v20iS3.28&partnerID=40&md5=d511f33430481046ddc392483f41a76f","The integration of blockchain technology in higher education presents a transformative approach to enhancing the security, verification, and trust of academic credentials. This paper investigates the application of blockchain to address the persistent issues of academic document forgery and inefficiencies in the verification process. By leveraging blockchain's immutable and decentralized nature, the proposed system ensures the authenticity and integrity of academic records, significantly reducing the risk of fraud. The study highlights the system's features, including enhanced security, efficiency, accessibility, and transparency, making it a universal solution for academic credential management. Detailed case studies and implementations demonstrate the practicality and effectiveness of this technology in real-world scenarios. While challenges such as the need for technological adoption and digital infrastructure remain, the potential benefits underscore blockchain's strategic role in revolutionizing academic record management, fostering a more secure, efficient, and trustworthy academic environment. This research contributes valuable insights into the deployment of blockchain in education, offering a robust framework for future advancements in secure document management. © 2024, Collegium Basilea. All rights reserved.","Blockchain technology; credential management; digital certificates; verification process","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199211922"
"Fabiani C.; Fronzetti Colladon A.; Segneri L.; Pisello A.L.","Fabiani, Claudia (56856637200); Fronzetti Colladon, Andrea (55876528100); Segneri, Ludovica (57225044222); Pisello, Anna Laura (54896291600)","56856637200; 55876528100; 57225044222; 54896291600","Unveiling the marginal role of energy storage solutions in Italy: Insights from semantic network analysis of online news","2023","Energy Research and Social Science","101","","103136","","","10","10.1016/j.erss.2023.103136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159632818&doi=10.1016%2Fj.erss.2023.103136&partnerID=40&md5=d9a300150e99ceecc90e73bc90507b38","Adopting energy storage systems is crucial in the transition to sustainable energy sources. However, significant obstacles hinder their widespread use, often attributed to socio-cultural factors such as low user awareness. In this study, we examine the societal awareness of energy storage in Italy by analyzing online news, through innovative methods and tools of text mining and network analysis. Our analysis of over 143,000 energy-related articles published on major Italian news outlets identifies prominent discourse topics, specifically focusing on energy storage, and assesses their semantic context. Our results demonstrate that media coverage can play a vital role in increasing awareness and societal acceptance of energy storage solutions, thus facilitating their potential market uptake. Leveraging the visibility of these themes and connecting the concept of storage with specific arguments in the energy discourse could help engage a broader audience in implementing this technology. Our approach provides valuable insights into media narratives and can inform future communications strategies. We present metrics that are useful as marketing tools and can help policymakers and organizations assess their communication strategies. © 2023 The Author(s)","Awareness analysis; Energy storage; Network analysis; Online news; Semantic brand score; Thermal energy storage","","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85159632818"
"Mohanty J.P.; Mohanty R.P.","Mohanty, Jaganath Prasad (56045462700); Mohanty, Ram Prasad (57211252792)","56045462700; 57211252792","Revolutionizing Genomic Data Management in the Cloud- Novel Approaches for Secure Transfer and Storage of Sequencing VCF Data in the Realm of AI and Cybersecurity - A Perspective","2024","2024 15th International Conference on Computing Communication and Networking Technologies, ICCCNT 2024","","","","","","0","10.1109/ICCCNT61001.2024.10724857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211083886&doi=10.1109%2FICCCNT61001.2024.10724857&partnerID=40&md5=d6bc325c58d038ad1c48c50fb1b96a7f","Large volumes of data are generated by next-generation sequencing. Many laboratories now use AI based cloud services, especially when internal information technology infrastructure is insufficient to meet data requirements due to the complexity and data management challenges involved with next-generation sequencing. Public cloud repositories of variants are also being used more often, and their data sets are being fed by crowdsourcing contributions of human genetic variation discovered in labs. This review's objectives are to outline the difficulties in managing genomic data on the cloud, citing the security vulnerability associated with using AI and to talk about potential solutions to these problems. The advantages and definitions of cloud computing platforms are provided. The presented algorithm and discussion is a work in progress, intended to develop an environment for genetic information sharing on cloud using AI, that includes specific regulatory considerations for laboratories and compliance procedures. © 2024 IEEE.","Artificial Intelligence; Electronic Chip; Genome Sequencing; Machine Learning; Security Analysis; Variant Call Format","","Conference paper","Final","","Scopus","2-s2.0-85211083886"
"Tong W.; Chen W.; Jiang B.; Xu F.; Li Q.; Zhong S.","Tong, Wei (57044079900); Chen, Wenjie (57759264700); Jiang, Bingbing (57189376188); Xu, Fengyuan (57205067497); Li, Qun (55703383500); Zhong, Sheng (7202152664)","57044079900; 57759264700; 57189376188; 57205067497; 55703383500; 7202152664","Privacy-Preserving Data Integrity Verification for Secure Mobile Edge Storage","2023","IEEE Transactions on Mobile Computing","22","9","","5463","5478","37","10.1109/TMC.2022.3174867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132540071&doi=10.1109%2FTMC.2022.3174867&partnerID=40&md5=1ed87d10b2d469601e4166232570d19c","Mobile edge computing (MEC) is proposed as an extension of cloud computing in the scenarios where the end devices desire better services in terms of response time. Because the edges are usually owned by individuals or small organizations with limited operation capabilities, the data on the edges are easily corrupted (due to external attacks or internal hardware failures). Therefore, it is essential to verify data integrity i the MEC. We propose two Integrity Checking protocols for the mobile Edge storage, called ICE-basic and ICE-batch. Our protocols allow a third-party verifier to check the data integrity on the edges without violating users' data privacy and query pattern privacy. We rigorously prove the security and privacy guarantees of the protocols. In addition, we have investigated how to let the end devices cache some verification tags such that the communication cost between end devices and the cloud can be further reduced when a user connects to multiple edges in sequence. We have implemented a proof-of-concept system that runs ICE, and extensive experiments are conducted to evaluate the performance of the proposed protocols. The theoretical analysis and experimental results demonstrate the proposed protocols are efficient both in computation and communication.  © 2002-2012 IEEE.","data integrity checking; Mobile edge computing; privacy-preserving","Cloud storage; Mobile edge computing; Privacy-preserving techniques; Cloud-computing; Data integrity; Data integrity checking; Edge computing; End-devices; Integrity checking; Privacy; Privacy preserving; Time factors; Ice","Article","Final","","Scopus","2-s2.0-85132540071"
"Lee S.; Shin J.S.","Lee, Shincheol (57201477953); Shin, Ji Sun (55832235000)","57201477953; 55832235000","A new location verification protocol and blockchain-based drone rental mechanism in smart farming","2023","Computers and Electronics in Agriculture","214","","108267","","","17","10.1016/j.compag.2023.108267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173227058&doi=10.1016%2Fj.compag.2023.108267&partnerID=40&md5=7df837111ee0c536f0709f541e8a81e6","In smart farming, information and communication technologies such as IoT are driving the agricultural industry towards improved efficiency and productivity while reducing human intervention. As agricultural systems become increasingly connected to the Internet, they provide many new opportunities but also introduce new challenges. Connecting such systems to a network exposes them to cyberattacks and vulnerabilities; therefore, security and privacy are important challenges that should be addressed. Specifically, because of the distinct characteristics of smart farming such as environmental and farm conditions, security solutions suitable for smart farming are indispensable. In this paper, we propose a location verification (LV) protocol as a security solution for autonomous and intelligent moving devices such as drones and robots deployed in smart farming. Moreover, as an application of the proposed LV protocol, we propose a blockchain-based secure drone rental mechanism for smart farming. We present a security analysis in which the proposed LV protocol and rental mechanism are secure against man-in-the-middle, impersonation, modification, replay, and relay attacks, with the rental mechanism providing mutual authentication. Through a performance evaluation of the LV protocol in terms of the communication overhead, computation cost, and storage cost and a performance evaluation of the blockchain for drone rental with regard to throughput and latency, we confirm the feasibility and efficiency of the LV protocol and drone rental mechanism in the smart farming. © 2023 The Authors","Drone; Drone rental; Location verification; Moving device; Unmanned aerial vehicle (UAV)","Agricultural robots; Agriculture; Antennas; Blockchain; Efficiency; Intelligent robots; Location; Aerial vehicle; Block-chain; Drone rental; Information and Communication Technologies; Location verification; Moving device; Performances evaluation; Security solutions; Unmanned aerial vehicle; Verification protocol; agroindustry; communication; farming system; innovation; robotics; security threat; unmanned vehicle; Drones","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85173227058"
